Source,Target,Type,id,label,timeset,weight,book
Olenna-Redwyne,Sansa-Stark,Undirected,852,,,12.0,3
Olenna-Redwyne,Tyrion-Lannister,Undirected,853,,,3.0,3
Olyvar-Frey,Robb-Stark,Undirected,854,,,8.0,3
Olyvar-Frey,Ryman-Frey,Undirected,855,,,4.0,3
Orell,Ygritte,Undirected,856,,,3.0,3
Osmund-Kettleblack,Sansa-Stark,Undirected,857,,,4.0,3
Osmund-Kettleblack,Tyrion-Lannister,Undirected,858,,,5.0,3
Oswell-Kettleblack,Petyr-Baelish,Undirected,859,,,4.0,3
Oswell-Kettleblack,Sansa-Stark,Undirected,860,,,5.0,3
Othell-Yarwyck,Pypar,Undirected,861,,,3.0,3
Ottyn-Wythers,Thoren-Smallwood,Undirected,862,,,6.0,3
Owen,Pypar,Undirected,863,,,4.0,3
Owen,Robert-Baratheon,Undirected,864,,,3.0,3
Owen,Satin,Undirected,865,,,4.0,3
Owen,Spare-Boot,Undirected,866,,,4.0,3
Patchface,Shireen-Baratheon,Undirected,867,,,3.0,3
Paxter-Redwyne,Tyrion-Lannister,Undirected,868,,,4.0,3
Perwyn-Frey,Robb-Stark,Undirected,869,,,3.0,3
Petyr-Baelish,Robb-Stark,Undirected,870,,,6.0,3
Petyr-Baelish,Robert-Arryn,Undirected,871,,,4.0,3
Petyr-Baelish,Roose-Bolton,Undirected,872,,,3.0,3
Petyr-Baelish,Sansa-Stark,Undirected,873,,,31.0,3
Petyr-Baelish,Tyrion-Lannister,Undirected,874,,,14.0,3
Petyr-Baelish,Tywin-Lannister,Undirected,875,,,5.0,3
Petyr-Baelish,Yohn-Royce,Undirected,876,,,3.0,3
Petyr-Frey,Ryman-Frey,Undirected,877,,,4.0,3
Petyr-Frey,Walder-Frey,Undirected,878,,,4.0,3
Podrick-Payne,Sansa-Stark,Undirected,879,,,7.0,3
Podrick-Payne,Tyrion-Lannister,Undirected,880,,,27.0,3
Podrick-Payne,Tywin-Lannister,Undirected,881,,,4.0,3
Polliver,Rafford,Undirected,883,,,10.0,3
Polliver,Sandor-Clegane,Undirected,884,,,19.0,3
Polliver,Sansa-Stark,Undirected,885,,,3.0,3
Polliver,Tickler,Undirected,886,,,16.0,3
Prendahl-na-Ghezn,Sallor,Undirected,887,,,6.0,3
Pycelle,Tyrion-Lannister,Undirected,888,,,12.0,3
Pycelle,Tywin-Lannister,Undirected,889,,,5.0,3
Pycelle,Varys,Undirected,890,,,5.0,3
Pylos,Shireen-Baratheon,Undirected,891,,,4.0,3
Pylos,Stannis-Baratheon,Undirected,892,,,4.0,3
Pypar,Samwell-Tarly,Undirected,893,,,15.0,3
Pypar,Satin,Undirected,894,,,4.0,3
Qhorin-Halfhand,Ragwyle,Undirected,895,,,3.0,3
Qhorin-Halfhand,Rattleshirt,Undirected,896,,,7.0,3
Qhorin-Halfhand,Samwell-Tarly,Undirected,897,,,3.0,3
Qhorin-Halfhand,Ygritte,Undirected,898,,,5.0,3
Qyburn,Roose-Bolton,Undirected,899,,,3.0,3
Qyburn,Walton,Undirected,900,,,4.0,3
Rafford,Sandor-Clegane,Undirected,901,,,7.0,3
Rafford,Tickler,Undirected,902,,,10.0,3
Ramsay-Snow,Robb-Stark,Undirected,903,,,4.0,3
Ramsay-Snow,Roose-Bolton,Undirected,904,,,4.0,3
Randyll-Tarly,Robett-Glover,Undirected,905,,,3.0,3
Rattleshirt,Ryk,Undirected,906,,,4.0,3
Rattleshirt,Styr,Undirected,907,,,8.0,3
Rattleshirt,Tormund,Undirected,908,,,5.0,3
Rattleshirt,Weeper,Undirected,909,,,5.0,3
Rattleshirt,Ygritte,Undirected,910,,,11.0,3
Raynald-Westerling,Robb-Stark,Undirected,911,,,8.0,3
Raynald-Westerling,Rollam-Westerling,Undirected,912,,,3.0,3
Renly-Baratheon,Robert-Baratheon,Undirected,913,,,4.0,3
Renly-Baratheon,Sansa-Stark,Undirected,914,,,4.0,3
Renly-Baratheon,Stannis-Baratheon,Undirected,915,,,17.0,3
Renly-Baratheon,Tyrion-Lannister,Undirected,916,,,5.0,3
Renly-Baratheon,Varys,Undirected,917,,,4.0,3
Rhaegar-Targaryen,Rhaella-Targaryen,Undirected,918,,,3.0,3
Rhaegar-Targaryen,Robert-Baratheon,Undirected,919,,,8.0,3
Rhaegar-Targaryen,Viserys-Targaryen,Undirected,920,,,7.0,3
Rhaella-Targaryen,Viserys-Targaryen,Undirected,921,,,3.0,3
Rickard-Karstark,Robb-Stark,Undirected,922,,,16.0,3
Rickon-Stark,Robb-Stark,Undirected,924,,,13.0,3
Rickon-Stark,Sansa-Stark,Undirected,925,,,7.0,3
Rickon-Stark,Theon-Greyjoy,Undirected,926,,,8.0,3
Robb-Stark,Robin-Flint,Undirected,927,,,3.0,3
Robb-Stark,Rollam-Westerling,Undirected,928,,,4.0,3
Robb-Stark,Rolph-Spicer,Undirected,929,,,5.0,3
Robb-Stark,Roose-Bolton,Undirected,930,,,11.0,3
Robb-Stark,Roslin-Frey,Undirected,931,,,4.0,3
Robb-Stark,Ryman-Frey,Undirected,932,,,8.0,3
Robb-Stark,Sansa-Stark,Undirected,933,,,17.0,3
Robb-Stark,Stannis-Baratheon,Undirected,934,,,4.0,3
Robb-Stark,Stevron-Frey,Undirected,935,,,4.0,3
Robb-Stark,Sybell-Spicer,Undirected,936,,,3.0,3
Robb-Stark,Theon-Greyjoy,Undirected,937,,,11.0,3
Robb-Stark,Tristifer-IV-Mudd,Undirected,938,,,3.0,3
Robb-Stark,Tyrion-Lannister,Undirected,939,,,15.0,3
Robb-Stark,Tywin-Lannister,Undirected,940,,,15.0,3
Robb-Stark,Utherydes-Wayn,Undirected,941,,,3.0,3
Robb-Stark,Walder-Frey,Undirected,942,,,27.0,3
Robb-Stark,Walder-Rivers,Undirected,943,,,4.0,3
Robb-Stark,Willem-Lannister,Undirected,944,,,3.0,3
Robert-Arryn,Sansa-Stark,Undirected,945,,,9.0,3
Robert-Baratheon,Sandor-Clegane,Undirected,946,,,5.0,3
Robert-Baratheon,Sansa-Stark,Undirected,947,,,3.0,3
Robert-Baratheon,Stannis-Baratheon,Undirected,948,,,7.0,3
Robert-Baratheon,Thoros-of-Myr,Undirected,949,,,6.0,3
Robert-Baratheon,Tyrion-Lannister,Undirected,950,,,8.0,3
Robert-Baratheon,Tywin-Lannister,Undirected,951,,,9.0,3
Robert-Baratheon,Varys,Undirected,952,,,4.0,3
Robert-Baratheon,Viserys-Targaryen,Undirected,953,,,6.0,3
Robin-Flint,Wendel-Manderly,Undirected,954,,,3.0,3
Roose-Bolton,Ryman-Frey,Undirected,955,,,3.0,3
Roose-Bolton,Tyrion-Lannister,Undirected,956,,,6.0,3
Roose-Bolton,Tywin-Lannister,Undirected,957,,,4.0,3
Roose-Bolton,Vargo-Hoat,Undirected,958,,,6.0,3
Roose-Bolton,Walton,Undirected,959,,,6.0,3
Rorge,Shagwell,Undirected,960,,,4.0,3
Rorge,Vargo-Hoat,Undirected,961,,,3.0,3
Rorge,Zollo,Undirected,962,,,5.0,3
Roslin-Frey,Walder-Frey,Undirected,963,,,6.0,3
Ryk,Tormund,Undirected,964,,,6.0,3
Ryk,Ygritte,Undirected,965,,,8.0,3
Ryman-Frey,Stevron-Frey,Undirected,966,,,4.0,3
Salladhor-Saan,Stannis-Baratheon,Undirected,967,,,6.0,3
Samwell-Tarly,Small-Paul,Undirected,968,,,19.0,3
Samwell-Tarly,Stannis-Baratheon,Undirected,969,,,18.0,3
Sandor-Clegane,Sansa-Stark,Undirected,970,,,8.0,3
Sandor-Clegane,Thoros-of-Myr,Undirected,971,,,13.0,3
Sandor-Clegane,Tickler,Undirected,972,,,14.0,3
Sandor-Clegane,Tyrion-Lannister,Undirected,973,,,4.0,3
Sansa-Stark,Shae,Undirected,974,,,8.0,3
Sansa-Stark,Tanda-Stokeworth,Undirected,975,,,3.0,3
Sansa-Stark,Tommen-Baratheon,Undirected,976,,,3.0,3
Sansa-Stark,Tyrion-Lannister,Undirected,977,,,78.0,3
Sansa-Stark,Tysha,Undirected,978,,,3.0,3
Sansa-Stark,Tywin-Lannister,Undirected,979,,,3.0,3
Sansa-Stark,Varys,Undirected,980,,,4.0,3
Sansa-Stark,Willas-Tyrell,Undirected,982,,,5.0,3
Satin,Spare-Boot,Undirected,983,,,4.0,3
Selyse-Florent,Stannis-Baratheon,Undirected,984,,,12.0,3
Shae,Symon-Silver-Tongue,Undirected,985,,,3.0,3
Shae,Tanda-Stokeworth,Undirected,986,,,3.0,3
Shae,Tyrion-Lannister,Undirected,987,,,23.0,3
Shae,Varys,Undirected,988,,,11.0,3
Sharna,Tom-of-Sevenstreams,Undirected,989,,,3.0,3
Shireen-Baratheon,Stannis-Baratheon,Undirected,990,,,3.0,3
Shireen-Baratheon,Tommen-Baratheon,Undirected,991,,,3.0,3
Simon-Toyne,Smiling-Knight,Undirected,992,,,3.0,3
Stannis-Baratheon,Tommen-Baratheon,Undirected,993,,,3.0,3
Stannis-Baratheon,Tyrion-Lannister,Undirected,994,,,7.0,3
Stannis-Baratheon,Tywin-Lannister,Undirected,995,,,15.0,3
Styr,Tormund,Undirected,996,,,5.0,3
Styr,Ygritte,Undirected,997,,,9.0,3
Symon-Silver-Tongue,Tyrion-Lannister,Undirected,998,,,7.0,3
Tanda-Stokeworth,Tyrion-Lannister,Undirected,999,,,5.0,3
Tansy,Tom-of-Sevenstreams,Undirected,1000,,,3.0,3
Tion-Frey,Willem-Lannister,Undirected,1001,,,6.0,3
Tommen-Baratheon,Tyrion-Lannister,Undirected,1002,,,8.0,3
Tommen-Baratheon,Tywin-Lannister,Undirected,1003,,,5.0,3
Tormund,Ygritte,Undirected,1004,,,11.0,3
Tyrion-Lannister,Tysha,Undirected,1005,,,3.0,3
Tyrion-Lannister,Tywin-Lannister,Undirected,1006,,,44.0,3
Tyrion-Lannister,Varys,Undirected,1007,,,27.0,3
Tyrion-Lannister,Viserys-Targaryen,Undirected,1008,,,4.0,3
Tyrion-Lannister,Willas-Tyrell,Undirected,1010,,,5.0,3
Tywin-Lannister,Varys,Undirected,1011,,,5.0,3
Tywin-Lannister,Walder-Frey,Undirected,1012,,,4.0,3
Vargo-Hoat,Zollo,Undirected,1013,,,3.0,3
