Source,Target,Type,id,label,timeset,weight
Jeyne-Poole,Loras-Tyrell,Undirected,459,,,4.0
Jeyne-Poole,Mordane,Undirected,460,,,7.0
Jeyne-Poole,Robert-Baratheon,Undirected,461,,,3.0
Jeyne-Poole,Sansa-Stark,Undirected,462,,,27.0
Jhiqui,Jorah-Mormont,Undirected,463,,,4.0
Jhogo,Jorah-Mormont,Undirected,464,,,5.0
Jhogo,Mirri-Maz-Duur,Undirected,465,,,3.0
Joffrey-Baratheon,Jon-Snow,Undirected,466,,,10.0
Joffrey-Baratheon,Loras-Tyrell,Undirected,467,,,3.0
Joffrey-Baratheon,Meryn-Trant,Undirected,468,,,3.0
Joffrey-Baratheon,Mordane,Undirected,469,,,9.0
Joffrey-Baratheon,Mycah,Undirected,470,,,14.0
Joffrey-Baratheon,Myrcella-Baratheon,Undirected,471,,,5.0
Joffrey-Baratheon,Petyr-Baelish,Undirected,472,,,11.0
Joffrey-Baratheon,Pycelle,Undirected,473,,,4.0
Joffrey-Baratheon,Renly-Baratheon,Undirected,474,,,9.0
Joffrey-Baratheon,Robb-Stark,Undirected,475,,,19.0
Joffrey-Baratheon,Robert-Baratheon,Undirected,476,,,30.0
Joffrey-Baratheon,Rodrik-Cassel,Undirected,477,,,9.0
Joffrey-Baratheon,Sandor-Clegane,Undirected,478,,,24.0
Joffrey-Baratheon,Sansa-Stark,Undirected,479,,,87.0
Joffrey-Baratheon,Stannis-Baratheon,Undirected,480,,,7.0
Joffrey-Baratheon,Tommen-Baratheon,Undirected,481,,,8.0
Joffrey-Baratheon,Tyrion-Lannister,Undirected,482,,,13.0
Joffrey-Baratheon,Tywin-Lannister,Undirected,483,,,3.0
Joffrey-Baratheon,Varys,Undirected,484,,,7.0
Jommo,Ogo,Undirected,485,,,3.0
Jon-Arryn,Lysa-Arryn,Undirected,486,,,12.0
Jon-Arryn,Petyr-Baelish,Undirected,487,,,4.0
Jon-Arryn,Pycelle,Undirected,488,,,11.0
Jon-Arryn,Robert-Baratheon,Undirected,489,,,32.0
Jon-Arryn,Stannis-Baratheon,Undirected,490,,,13.0
Jon-Arryn,Tyrion-Lannister,Undirected,491,,,5.0
Jon-Arryn,Varys,Undirected,492,,,5.0
Jon-Snow,Jory-Cassel,Undirected,493,,,3.0
Jon-Snow,Luwin,Undirected,494,,,10.0
Jon-Snow,Matthar,Undirected,495,,,3.0
Jon-Snow,Mordane,Undirected,496,,,4.0
Jon-Snow,Othor,Undirected,497,,,5.0
Jon-Snow,Pypar,Undirected,498,,,45.0
Jon-Snow,Rast,Undirected,499,,,8.0
Jon-Snow,Rickon-Stark,Undirected,500,,,11.0
Jon-Snow,Robb-Stark,Undirected,501,,,53.0
Jon-Snow,Robert-Baratheon,Undirected,502,,,18.0
Jon-Snow,Rodrik-Cassel,Undirected,503,,,3.0
Jon-Snow,Samwell-Tarly,Undirected,504,,,81.0
Jon-Snow,Sansa-Stark,Undirected,505,,,8.0
Jon-Snow,Theon-Greyjoy,Undirected,506,,,8.0
Jon-Snow,Todder,Undirected,507,,,13.0
Jon-Snow,Tyrion-Lannister,Undirected,508,,,56.0
Jon-Snow,Yoren,Undirected,509,,,6.0
Jon-Umber-(Greatjon),Maege-Mormont,Undirected,510,,,5.0
Jon-Umber-(Greatjon),Rickard-Karstark,Undirected,511,,,7.0
Jon-Umber-(Greatjon),Robb-Stark,Undirected,512,,,8.0
Jon-Umber-(Greatjon),Roose-Bolton,Undirected,513,,,3.0
Jon-Umber-(Greatjon),Theon-Greyjoy,Undirected,514,,,5.0
Jon-Umber-(Greatjon),Tywin-Lannister,Undirected,515,,,3.0
Jonos-Bracken,Tytos-Blackwood,Undirected,516,,,3.0
Jorah-Mormont,Mirri-Maz-Duur,Undirected,517,,,5.0
Jorah-Mormont,Qotho,Undirected,518,,,7.0
Jorah-Mormont,Rhaegar-Targaryen,Undirected,519,,,5.0
Jorah-Mormont,Robert-Baratheon,Undirected,520,,,3.0
Jorah-Mormont,Viserys-Targaryen,Undirected,521,,,15.0
Jory-Cassel,Mordane,Undirected,522,,,3.0
Jory-Cassel,Petyr-Baelish,Undirected,523,,,8.0
Jory-Cassel,Robb-Stark,Undirected,524,,,9.0
Jory-Cassel,Robert-Baratheon,Undirected,525,,,7.0
Jory-Cassel,Rodrik-Cassel,Undirected,526,,,5.0
Jory-Cassel,Sansa-Stark,Undirected,527,,,9.0
Jory-Cassel,Stannis-Baratheon,Undirected,528,,,3.0
Jory-Cassel,Theon-Greyjoy,Undirected,529,,,3.0
Jory-Cassel,Tomard,Undirected,530,,,5.0
Jory-Cassel,Vayon-Poole,Undirected,531,,,5.0
Jory-Cassel,Wyl-(guard),Undirected,532,,,6.0
Joseth,Luwin,Undirected,533,,,3.0
Jyck,Morrec,Undirected,534,,,5.0
Jyck,Tyrion-Lannister,Undirected,535,,,6.0
Karyl-Vance,Marq-Piper,Undirected,536,,,3.0
Kevan-Lannister,Tyrion-Lannister,Undirected,537,,,15.0
Kevan-Lannister,Tywin-Lannister,Undirected,538,,,9.0
Kurleket,Tyrion-Lannister,Undirected,539,,,5.0
Lancel-Lannister,Robert-Baratheon,Undirected,540,,,3.0
Leo-Lefford,Tyrion-Lannister,Undirected,541,,,4.0
Loras-Tyrell,Mace-Tyrell,Undirected,542,,,3.0
Loras-Tyrell,Petyr-Baelish,Undirected,543,,,5.0
Loras-Tyrell,Renly-Baratheon,Undirected,544,,,5.0
Loras-Tyrell,Robert-Baratheon,Undirected,545,,,4.0
Loras-Tyrell,Rodrik-Cassel,Undirected,546,,,3.0
Loras-Tyrell,Sandor-Clegane,Undirected,547,,,4.0
Loras-Tyrell,Sansa-Stark,Undirected,548,,,14.0
Luwin,Nan,Undirected,549,,,4.0
Luwin,Osha,Undirected,550,,,16.0
Luwin,Rickard-Karstark,Undirected,551,,,3.0
Luwin,Rickon-Stark,Undirected,552,,,9.0
Luwin,Robb-Stark,Undirected,553,,,20.0
Luwin,Rodrik-Cassel,Undirected,554,,,3.0
Luwin,Theon-Greyjoy,Undirected,555,,,10.0
Luwin,Tommen-Baratheon,Undirected,556,,,3.0
Luwin,Tyrion-Lannister,Undirected,557,,,10.0
Lyanna-Stark,Robert-Baratheon,Undirected,558,,,9.0
Lyanna-Stark,Sansa-Stark,Undirected,559,,,4.0
Lyn-Corbray,Lysa-Arryn,Undirected,560,,,3.0
Lysa-Arryn,Petyr-Baelish,Undirected,561,,,4.0
Lysa-Arryn,Robert-Arryn,Undirected,562,,,8.0
Lysa-Arryn,Robert-Baratheon,Undirected,563,,,5.0
Lysa-Arryn,Stannis-Baratheon,Undirected,564,,,4.0
Lysa-Arryn,Tyrion-Lannister,Undirected,565,,,25.0
Lysa-Arryn,Vardis-Egen,Undirected,566,,,5.0
Mace-Tyrell,Paxter-Redwyne,Undirected,567,,,3.0
Maege-Mormont,Rickard-Karstark,Undirected,568,,,3.0
Maegor-I-Targaryen,Sansa-Stark,Undirected,569,,,4.0
Marillion,Rodrik-Cassel,Undirected,570,,,5.0
Marillion,Tyrion-Lannister,Undirected,571,,,10.0
Marillion,Willis-Wode,Undirected,572,,,4.0
Marq-Piper,Tywin-Lannister,Undirected,573,,,3.0
Meryn-Trant,Robert-Baratheon,Undirected,574,,,3.0
Meryn-Trant,Sandor-Clegane,Undirected,575,,,4.0
Meryn-Trant,Sansa-Stark,Undirected,576,,,5.0
Meryn-Trant,Syrio-Forel,Undirected,577,,,5.0
Mirri-Maz-Duur,Qotho,Undirected,578,,,9.0
Mord,Tyrion-Lannister,Undirected,579,,,20.0
Mordane,Myrcella-Baratheon,Undirected,580,,,12.0
Mordane,Petyr-Baelish,Undirected,581,,,3.0
Mordane,Robert-Baratheon,Undirected,582,,,7.0
Mordane,Sansa-Stark,Undirected,583,,,43.0
Morrec,Tyrion-Lannister,Undirected,584,,,5.0
Mycah,Sandor-Clegane,Undirected,585,,,5.0
Mycah,Sansa-Stark,Undirected,586,,,10.0
Myrcella-Baratheon,Robert-Baratheon,Undirected,587,,,3.0
Myrcella-Baratheon,Sansa-Stark,Undirected,588,,,8.0
Myrcella-Baratheon,Tommen-Baratheon,Undirected,589,,,6.0
Nan,Robb-Stark,Undirected,590,,,4.0
Osha,Robb-Stark,Undirected,591,,,3.0
Petyr-Baelish,Pycelle,Undirected,592,,,14.0
Petyr-Baelish,Renly-Baratheon,Undirected,593,,,12.0
Petyr-Baelish,Robert-Baratheon,Undirected,594,,,30.0
Petyr-Baelish,Rodrik-Cassel,Undirected,595,,,7.0
Petyr-Baelish,Sandor-Clegane,Undirected,596,,,3.0
Petyr-Baelish,Sansa-Stark,Undirected,597,,,8.0
Petyr-Baelish,Tomard,Undirected,598,,,4.0
Petyr-Baelish,Tyrion-Lannister,Undirected,599,,,11.0
Petyr-Baelish,Varys,Undirected,600,,,29.0
Pycelle,Renly-Baratheon,Undirected,601,,,7.0
Pycelle,Robert-Baratheon,Undirected,602,,,26.0
Pycelle,Sansa-Stark,Undirected,603,,,8.0
Pycelle,Stannis-Baratheon,Undirected,604,,,3.0
Pycelle,Tywin-Lannister,Undirected,605,,,4.0
Pycelle,Varys,Undirected,606,,,17.0
Pypar,Rast,Undirected,607,,,4.0
Pypar,Samwell-Tarly,Undirected,608,,,11.0
Pypar,Todder,Undirected,609,,,8.0
Qotho,Quaro,Undirected,610,,,4.0
Quaro,Rakharo,Undirected,611,,,6.0
Randyll-Tarly,Samwell-Tarly,Undirected,612,,,5.0
Rast,Samwell-Tarly,Undirected,613,,,3.0
Raymun-Darry,Robert-Baratheon,Undirected,614,,,8.0
Renly-Baratheon,Robb-Stark,Undirected,615,,,3.0
Renly-Baratheon,Robert-Baratheon,Undirected,616,,,42.0
Renly-Baratheon,Sandor-Clegane,Undirected,617,,,7.0
Renly-Baratheon,Sansa-Stark,Undirected,618,,,5.0
Renly-Baratheon,Stannis-Baratheon,Undirected,619,,,19.0
Renly-Baratheon,Tyrion-Lannister,Undirected,620,,,4.0
Renly-Baratheon,Varys,Undirected,621,,,9.0
Rhaegar-Targaryen,Robert-Baratheon,Undirected,622,,,22.0
Rhaegar-Targaryen,Sansa-Stark,Undirected,623,,,3.0
Rhaegar-Targaryen,Tywin-Lannister,Undirected,624,,,4.0
Rhaegar-Targaryen,Viserys-Targaryen,Undirected,625,,,5.0
Rickard-Karstark,Robb-Stark,Undirected,626,,,9.0
Rickard-Karstark,Roose-Bolton,Undirected,627,,,3.0
Rickon-Stark,Robb-Stark,Undirected,628,,,20.0
Rickon-Stark,Sansa-Stark,Undirected,629,,,8.0
Rickon-Stark,Tyrion-Lannister,Undirected,630,,,4.0
Robb-Stark,Robert-Baratheon,Undirected,631,,,6.0
Robb-Stark,Rodrik-Cassel,Undirected,632,,,15.0
Robb-Stark,Roose-Bolton,Undirected,633,,,6.0
Robb-Stark,Samwell-Tarly,Undirected,634,,,4.0
Robb-Stark,Sansa-Stark,Undirected,635,,,13.0
Robb-Stark,Stiv,Undirected,636,,,3.0
Robb-Stark,Theon-Greyjoy,Undirected,637,,,37.0
Robb-Stark,Torrhen-Karstark,Undirected,638,,,3.0
Robb-Stark,Tyrion-Lannister,Undirected,639,,,11.0
Robb-Stark,Tywin-Lannister,Undirected,640,,,9.0
Robb-Stark,Walder-Frey,Undirected,641,,,7.0
Robb-Stark,Wendel-Manderly,Undirected,642,,,3.0
Robb-Stark,Yoren,Undirected,643,,,3.0
Robert-Arryn,Tyrion-Lannister,Undirected,644,,,9.0
Robert-Baratheon,Sandor-Clegane,Undirected,645,,,9.0
Robert-Baratheon,Sansa-Stark,Undirected,646,,,26.0
Robert-Baratheon,Stannis-Baratheon,Undirected,647,,,21.0
Robert-Baratheon,Tommen-Baratheon,Undirected,648,,,3.0
Robert-Baratheon,Tyrion-Lannister,Undirected,649,,,18.0
Robert-Baratheon,Tywin-Lannister,Undirected,650,,,13.0
Robert-Baratheon,Varys,Undirected,651,,,36.0
Robert-Baratheon,Vayon-Poole,Undirected,652,,,3.0
Robert-Baratheon,Viserys-Targaryen,Undirected,653,,,7.0
Rodrik-Cassel,Theon-Greyjoy,Undirected,654,,,6.0
Rodrik-Cassel,Tyrion-Lannister,Undirected,655,,,10.0
Rodrik-Cassel,Willis-Wode,Undirected,656,,,7.0
Roose-Bolton,Tywin-Lannister,Undirected,657,,,4.0
Sandor-Clegane,Sansa-Stark,Undirected,658,,,23.0
Sandor-Clegane,Tyrion-Lannister,Undirected,659,,,5.0
Sansa-Stark,Stannis-Baratheon,Undirected,660,,,3.0
Sansa-Stark,Tomard,Undirected,661,,,3.0
Sansa-Stark,Tyrion-Lannister,Undirected,662,,,3.0
Sansa-Stark,Varys,Undirected,663,,,4.0
Shae,Tyrion-Lannister,Undirected,664,,,12.0
Shagga,Timett,Undirected,665,,,4.0
Shagga,Tyrion-Lannister,Undirected,666,,,17.0
Shagga,Ulf-son-of-Umar,Undirected,667,,,4.0
Stannis-Baratheon,Tywin-Lannister,Undirected,668,,,4.0
Stannis-Baratheon,Varys,Undirected,669,,,5.0
Stevron-Frey,Walder-Frey,Undirected,670,,,3.0
Theon-Greyjoy,Tyrion-Lannister,Undirected,671,,,3.0
Theon-Greyjoy,Tywin-Lannister,Undirected,672,,,3.0
Theon-Greyjoy,Walder-Frey,Undirected,673,,,4.0
Timett,Tyrion-Lannister,Undirected,674,,,3.0
Tommen-Baratheon,Tyrion-Lannister,Undirected,675,,,3.0
Tyrion-Lannister,Tywin-Lannister,Undirected,676,,,40.0
Tyrion-Lannister,Vardis-Egen,Undirected,677,,,9.0
Tyrion-Lannister,Varys,Undirected,678,,,3.0
Tyrion-Lannister,Willis-Wode,Undirected,679,,,4.0
Tyrion-Lannister,Yoren,Undirected,680,,,10.0
Tywin-Lannister,Varys,Undirected,681,,,4.0
Tywin-Lannister,Walder-Frey,Undirected,682,,,8.0
Waymar-Royce,Will-(prologue),Undirected,683,,,18.0
